no,result,scramble,time,algs,edges,corners,flips,twists,solved_edges,solved_corners,edge_breaks,corner_breaks
29417,19.74,L' D R2 B2 R' D2 R B2 L' U2 L2 F2 U2 B R' B' D F' L' U2 Fw',2021-01-14 17:49:40,10,12,8,0,0,0,0,1,1
29420,20.32,R F' B2 R' D2 R' F2 U2 R2 U2 L F2 R2 U F' L B R U2 R' Rw2 Uw',2021-01-14 17:52:09,10,12,6,0,1,0,0,1,0
29422,19.29,L2 F2 U B U' L2 D R U2 R' B2 R F2 R' U2 L2 D2 R Rw2,2021-01-14 17:53:56,11,11,5,0,2,1,1,1,1
29430,22.64,U' F' R' F' L' D L2 F' U2 F D2 F2 U2 B' D2 F R2 D F2 Rw' Uw',2021-01-14 18:00:33,11,11,7,0,1,0,0,0,1
29438,21.05,R' D2 B2 L' F2 U2 R' B2 L2 B2 D2 F D F2 L' U L' R' F' D L2 Rw Uw,2021-01-15 16:48:03,11,13,7,0,0,1,1,3,1
29443,25.56,R2 F' R2 F' R2 D2 R2 B' D2 B' D2 B' D L F U2 B' D' L2 R2 Rw2 Uw',2021-01-15 16:51:23,11,11,9,0,0,0,0,0,2
29445,20.87,U' F2 D B2 F2 D' B2 R2 B2 L2 F2 D2 L' R2 D' B R' F D B U2 Fw',2021-01-15 16:52:49,11,11,5,0,2,0,1,0,1
29446,21.98,R' U F U' D B L' F2 U L2 F2 L2 U2 R2 U R2 D' L2 D' R' U2 Rw' Uw',2021-01-15 16:53:23,10,12,8,0,0,0,0,1,1
29447,21.86,D2 B' L' U R2 B2 R B R' U2 L' D2 L2 F2 R2 F2 D2 B2 R2 D' Rw Uw,2021-01-15 16:53:57,10,10,6,1,1,1,0,1,0
29448,22.9,B' D2 F R2 D2 B2 U2 L B2 U2 L2 B2 U2 R2 B' D' F' L' U' F' R Fw' Uw,2021-01-15 16:54:34,11,10,8,2,0,0,0,1,1
29450,24.94,F R2 U2 F' L2 U2 B F2 L2 R2 F' D R' F' L2 F D' B2 L' B U' Fw' Uw,2021-01-15 16:55:48,12,14,6,0,2,0,0,3,1
29451,19.97,F2 L' B2 L' U2 R B2 R' D2 B2 L2 B' D2 R D' U R' F' U Rw2 Uw2,2021-01-15 16:56:37,10,11,7,0,0,0,0,0,0
29454,22.95,R' F R2 B2 U2 R D F' R B R2 U2 R2 U2 B' D2 B D2 F Uw,2021-01-15 17:00:30,11,11,7,0,1,0,0,0,1
29455,24.05,L' D' B U2 R2 F U2 L2 B' D2 L2 R2 F2 U' F' R2 F2 D' L F2 Uw,2021-01-15 17:01:03,11,10,6,1,2,1,0,1,1
29457,23.57,B2 R2 B2 R' U2 R' U2 F2 D2 R2 U2 F U B L2 R' U2 R2 U' F' R' Fw,2021-01-15 17:02:27,10,12,6,0,1,1,1,2,1
29458,22.48,B' R2 U' B2 D2 F2 U B2 D' F2 U2 B L R' F' R' B R U' Rw Uw2,2021-01-15 17:03:01,11,11,5,1,1,0,2,1,1
29462,22.05,L2 R2 D2 B2 U' R2 D F2 D R2 D2 L2 B U B' U' R B F R Uw2,2021-01-16 18:49:46,10,9,7,1,1,2,0,1,1
29465,21.56,B R2 B2 L' D2 B2 D2 R2 B2 L' R U2 F U L' F' L2 U2 L' R2 Fw Uw,2021-01-16 18:53:21,10,9,7,1,0,1,0,0,0
29466,23.67,D2 B' D' U L2 R2 U' B2 D R2 F U' L' D' B2 F R' B Rw2 Uw2,2021-01-16 18:54:21,10,12,8,0,0,0,0,1,1
29467,24.6,F2 L2 U L2 D' F2 L2 U' F2 D2 U' B U' L R2 B2 D U2 L2 B' R' Rw2 Uw',2021-01-16 18:55:06,11,9,7,2,1,1,0,1,1
29475,19.43,F D2 F L2 D2 R2 D2 U2 F' R2 B' F' L' U2 R' F D' F' D L' U' Fw,2021-01-17 13:32:24,10,12,8,0,0,0,0,1,1
29481,21.56,D2 B L B2 D' R' F' B D F2 L F2 R2 B2 U2 R L' U2 R2 D2 B2 Fw',2021-01-17 13:40:34,11,13,7,0,0,0,0,2,0
29482,19.85,D2 R' B L' U B2 R' D' F' U2 L2 D2 R' U2 B2 L U2 R' U2 R' Rw Uw2,2021-01-17 13:41:40,8,10,6,1,0,0,2,0,1
29484,22.27,D R2 F L2 B2 L' U B' F2 U2 B2 R U2 R2 F2 R' F2 D2 R2 Rw' Uw2,2021-01-17 13:43:28,10,12,6,0,1,0,0,1,0
29485,23.9,U2 L' F' U2 L' F' U2 D L D' F2 R2 B2 D' R2 U D2 B2 D' Fw',2021-01-17 13:44:04,11,13,7,0,0,0,1,2,1
29487,21.87,B' L2 U2 B R2 B' U2 R2 D2 R2 B' D2 U F2 D' B' R F' U2 R B2 Rw,2021-01-17 13:45:44,10,11,5,1,1,0,1,1,0
29496,18.98,D B' L' U' B' U' F R' F2 U2 R F2 R' D2 L' U2 L B2 U2 D Rw2 Uw',2021-01-17 13:54:09,11,12,6,0,2,1,0,2,1
29497,23.86,U2 R2 U2 F2 R2 F' U2 F' L2 R2 F R' B' U R' B2 D2 L' F' U2 R' Fw' Uw2,2021-01-17 13:54:44,11,11,9,0,0,1,0,1,2
29498,19.36,R' D' B D2 L' U' F D' L F2 U L2 U' L2 U' R2 U2 L2 B2 U2 Fw Uw',2021-01-17 13:55:36,10,11,7,0,0,0,1,0,1
29500,23.25,D2 U L2 U L2 F2 D2 L2 U2 R2 B2 R F R' D2 U' F L B2 D,2021-01-17 13:56:49,12,13,7,0,1,0,0,2,1
29501,23.86,F2 B R' F2 D' R' F2 U F R2 U R2 U' L2 U D' R2 U2 B2 L2 Rw2 Uw2,2021-01-17 13:57:26,10,12,8,0,0,0,0,1,1
29505,20.69,F2 L2 R D2 B2 F2 R2 U2 B2 D2 L B2 U B D U L' F R2 B' Fw' Uw2,2021-01-17 14:15:22,10,12,8,0,0,0,0,1,1
29506,21.06,L2 D' L' F2 D R2 D F2 L2 U R2 U B2 D' B L' R2 B2 R D' F' Uw2,2021-01-17 14:16:10,11,12,8,1,0,0,0,2,1
29512,25.78,U' L' D R L' F U' B2 D2 R2 B R2 U2 F' D2 B' R2 B U L Fw Uw',2021-01-17 21:10:25,10,11,7,0,0,1,1,1,1
29513,24.45,R B' R2 D' R F B' U2 L D' R2 U R2 D2 R2 B2 R2 U' R2 B2 Rw' Uw,2021-01-17 21:11:04,10,10,8,0,1,1,0,0,2
29517,21.9,F2 U2 L2 F2 R' B2 F2 D2 L U2 B2 L' F D L B L2 B D2 B2 F2 Rw' Uw',2021-01-18 14:00:26,11,12,6,0,2,0,0,1,1
29518,24.77,F2 L' B L2 B2 D2 L' D R U2 L' D2 F2 B2 R' U2 R B2 L U2 F' Fw' Uw2,2021-01-18 14:01:05,12,13,9,0,0,0,0,2,2
29519,20.51,L2 U L2 F2 U' B2 F2 U L2 D2 F2 L' B2 U' B R B2 L F' D2 Uw',2021-01-18 14:02:05,10,12,8,0,0,0,0,1,1
29522,22.18,D B2 L2 D B2 D U B2 L2 B2 U' R' U' B' L2 U F R2 B' L R' Rw Uw,2021-01-18 14:04:45,10,11,7,0,0,1,0,1,0
29523,19.72,F D2 L' R2 U' B2 D2 U B2 U' F2 R2 U L2 F R F' L' F D U2 Fw Uw',2021-01-18 14:05:24,10,12,6,0,1,0,1,1,1
29524,23.19,U B R' L U B R2 D' B2 U2 F' L2 B R2 F D2 B R2 U2 L2 R' Fw' Uw2,2021-01-18 14:05:55,12,11,5,0,3,1,0,1,1
29526,17.6,D' F2 U L2 U L2 B2 D L2 F2 R2 B D2 B2 L F R' D R D' B Rw' Uw',2021-01-18 14:07:14,10,12,8,0,0,1,0,2,1
29527,21.51,D2 L' D2 B2 L2 U2 R2 U2 B D2 U2 B F2 R2 L U' R2 U B' L2 F2 Rw' Uw',2021-01-18 14:07:43,12,11,9,1,0,0,0,1,2
29528,20.89,B R F' R2 D2 B2 D' B2 R2 B2 U F2 D2 R2 B R2 F' R B F' L2 Rw2 Uw2,2021-01-18 14:08:16,10,12,8,0,0,0,0,1,1
29531,21.89,B' L2 F' R B R2 L' U F2 L2 D2 F' L2 B L2 B2 U2 D2 L2 D2 Uw,2021-01-18 14:10:41,11,11,7,1,0,1,0,2,0
29533,21.85,F2 L2 U F' D2 R2 B D2 R2 U2 B U2 B F' D' U' R' F R2 B' L' Fw Uw,2021-01-18 14:11:54,11,10,8,2,0,0,0,1,1
29552,19.24,F' L' B U B2 L2 F2 U' L2 U2 R2 B2 U2 F2 B' R' B U' L R U',2021-01-18 22:45:35,10,12,8,0,0,0,0,1,1
29557,22.07,F2 L2 F R U' B' D' R F D2 L' U2 D2 F2 R2 U2 B2 R' U2 Rw' Uw',2021-01-18 22:48:43,11,11,7,1,0,1,1,2,1
29558,21.63,F' R F L2 B L2 F' L2 D2 B L2 B' R' B D2 B2 U B U' Fw' Uw,2021-01-18 22:49:16,10,12,8,0,0,0,0,1,1
29562,19.88,R' D' F R U F2 B' U2 L2 D' R2 U F2 D R2 U L2 U' R2 L' Uw,2021-01-18 22:52:23,10,9,7,2,0,0,0,0,0
29564,24.12,U2 L' F2 D2 L2 R' F2 U2 R' B2 U2 B2 F' D U2 B2 R' F' D' U2 B' Fw Uw',2021-01-18 22:53:42,12,11,9,1,0,0,0,1,2
29566,29.56,D B2 R2 U' R2 D' R2 U L2 B2 R2 B' R2 F2 D F2 L' U' R2 B2 F2 Uw2,2021-01-18 22:55:24,11,10,8,1,1,2,0,2,2
29568,20.89,F2 U F U2 R2 D2 F2 D2 F' R2 B D2 B' U R B2 U' F2 D U' Rw,2021-01-19 13:55:45,10,9,9,0,0,2,0,0,2
29574,24.76,D2 F' L2 U' F2 L2 U B2 F2 U L2 F' L U2 F U' R2 D Fw,2021-01-19 14:00:43,11,12,6,1,1,0,1,2,1
29575,20.06,F2 D R2 L' B2 U' R' D B L B2 R' D2 L D2 L B2 D2 R Rw',2021-01-19 14:01:24,10,12,8,0,0,1,0,2,1
29576,21.28,R2 F' B' D2 B U2 R' U' F' R2 U2 L2 F' L2 F2 D2 F' D2 B D' Rw Uw,2021-01-19 14:01:54,10,12,6,0,1,1,0,2,0
29578,23.99,L D R2 U2 B R2 F R' U2 F B' L2 B' R2 U2 R2 D2 R2 F L2 D Uw',2021-01-19 14:03:15,11,11,7,0,1,0,0,0,1
29580,19.85,R U' F U F' D' B' U L R2 U2 R2 U' L2 U B2 U B2 U2 B2 R2 Rw2 Uw,2021-01-19 14:05:00,11,11,7,0,1,0,0,0,1
29582,21.02,R2 U' R2 U B2 D R2 D' R2 D2 R2 B D' F' L2 U' L U' B D2,2021-01-19 14:06:17,11,11,9,0,0,1,0,1,2
29586,22.45,U' L D2 F2 L R2 D2 B2 L' B2 U2 R' F2 U' L U' L' F' D' R Uw2,2021-01-19 14:09:25,10,12,6,1,1,0,0,2,0
29587,20.57,B2 L2 U2 F2 L' F2 D2 R' F2 L2 F2 U2 B D L' R' B2 L R2 F D Fw Uw',2021-01-19 14:10:00,10,11,7,0,0,1,0,1,0
29588,19.17,R' L2 B2 U' F2 D F2 L2 D' F2 D2 U' B R D' B2 U2 R' U L' R2 Rw' Uw2,2021-01-19 14:10:45,10,12,4,0,2,1,1,2,0
29589,22.31,U R U L' U2 L F' D R B2 D2 R2 F2 L U2 B2 R2 D2 L D F' Uw,2021-01-19 14:11:32,11,11,9,1,0,0,0,1,2
29590,21.4,U2 L2 D2 B2 F D2 B2 R2 F L2 F' R D U2 F R F' R2 F U Rw' Uw,2021-01-19 14:12:05,9,12,4,0,1,0,3,1,1
29591,22.09,R' D L2 D2 F2 D L2 U2 F2 R2 U' B2 U F L B R' U B F2 R,2021-01-19 14:12:43,11,14,6,0,1,0,0,3,0
29593,21.61,F2 D' R2 D2 F2 U2 F2 R2 U' B2 D' F' L' D R' B R' D U R2 Rw',2021-01-19 14:14:42,10,12,6,0,1,0,0,1,0
29594,18.89,F2 L' F' U2 B2 R D' R' U D2 F U2 D2 F B' D2 L2 B2 R2 F Rw' Uw2,2021-01-19 14:15:14,10,11,5,0,1,0,1,0,0
29595,24.06,R2 D' B2 R2 U B2 L2 D' U' L2 B' D R2 B' U L' D L2 F2 R' Rw2 Uw2,2021-01-19 14:15:43,12,13,7,0,1,1,0,3,1
29597,20.75,U2 F R2 U' D B U' R2 L F2 L' D2 R F2 L' D2 F2 L' F D Rw2 Uw,2021-01-19 14:17:05,11,11,7,0,1,1,0,1,1
29599,18.86,B' R2 U' B2 U' B2 F2 U2 F2 R2 U F2 B D2 L' D2 B U B' L' Rw' Uw2,2021-01-19 14:18:18,9,9,7,0,0,4,0,2,0
29600,20.98,B2 U' F L U' L F' L' B R2 U2 L2 D2 F2 U2 F' D2 R2 L Rw2 Uw2,2021-01-19 14:19:07,10,12,8,0,0,1,0,2,1
29601,23.44,B U2 B D2 L2 F' R2 F' L2 R2 U2 F2 L D R2 B' D2 R D F D Rw Uw',2021-01-19 14:19:39,12,11,7,1,1,0,0,1,1
29603,17.09,B' F2 D' F2 R2 F2 L2 F2 D' U2 B2 D' R' U' L B' L D L R2 U2 Rw2 Uw,2021-01-19 14:21:05,9,10,6,1,0,1,1,1,0
29604,21.27,F L D' R2 B2 L2 B L2 D2 F2 R2 D2 R2 B' D' U2 L U' L2 B Rw Uw',2021-01-19 14:21:35,10,11,7,0,0,1,0,1,0
29607,21.67,L2 R2 D2 F' L2 F' U2 F' L2 B F2 U B2 U' R' B' F2 D R2 F' Fw Uw,2021-01-19 14:23:54,11,10,8,1,1,0,0,0,2
29612,22.98,D' R F2 U B' L' F' R2 L2 U2 D L2 F2 D' L2 U R2 U2 F2 B' L Uw',2021-01-19 14:27:17,11,12,6,0,2,0,0,1,1
29619,20.68,F U' L2 F L2 B2 R2 D2 B2 U2 B' L2 D L' D U' L R' B' F' Rw Uw,2021-01-19 14:32:18,10,10,8,1,0,1,0,1,1
29620,19.1,F' B U2 L' D' R' U' F2 D2 F2 B U2 F U2 D2 F' D2 L Rw2,2021-01-19 14:32:51,10,12,8,0,0,0,0,1,1
29621,21.52,F D' R B2 L2 B' U2 B2 L2 D2 F D2 R2 F' U L B L' R B2 F2 Rw',2021-01-19 14:33:48,10,12,6,0,1,0,0,1,0
29624,22.33,U' L2 F D2 F' R2 B' L2 B F L2 U2 F L D2 U' R U' R2 U Fw Uw',2021-01-19 14:36:00,10,12,6,0,1,0,0,1,0
29627,18.47,D B2 U D F' D2 F' L' U' R2 L2 B2 L2 D' L2 D R2 L2 D F2 Uw2,2021-01-19 14:38:38,9,10,8,0,0,1,0,0,1
29628,21.22,D' B2 R2 U L2 U2 B2 F2 D' U' F U R' U2 B' F R B2 F' D2 Rw Uw',2021-01-19 14:39:33,11,11,9,0,0,1,0,1,2
29630,19.69,F' R' F2 U2 L D2 L' F2 U2 R F2 D2 F2 D' R B F2 D' F' R' B' Fw',2021-01-19 14:41:12,10,9,7,1,0,2,0,1,0
29631,20.19,R2 D' R' L2 B2 U F D2 B2 R' D2 F2 L U2 F2 R' B2 R' D L Rw2 Uw',2021-01-19 14:41:45,10,11,5,1,0,0,2,1,0
29632,22.07,U' F2 D' L2 U R2 B2 U2 L2 B2 U L' B' F' U2 F' D' F' L' F2 L2,2021-01-19 14:42:16,11,13,7,0,0,0,2,2,2
29633,20.24,B' R B' R2 D' B' L' D L2 F2 D2 F D2 B' R2 B L2 B' U2 L2 D' Fw Uw2,2021-01-19 14:42:51,11,9,7,1,1,2,0,1,1
29634,20.24,B' R2 L D B2 D' B R' D2 L' B2 R F2 L' B2 R2 D2 F L Rw' Uw2,2021-01-19 14:43:28,10,12,8,0,0,0,0,1,1
29639,19.59,L' F2 D R' U2 L2 R' D2 R' D2 F2 L2 F R' U L B' L2 D' Rw Uw',2021-01-19 14:47:05,10,11,7,0,0,0,1,0,1
29640,19.88,F' L D2 F U R' U R2 F2 U2 L2 U2 L2 D2 B' L2 F' L2 B' L Rw' Uw2,2021-01-19 14:47:51,10,11,9,0,0,1,0,1,2
29642,19.72,F D2 U2 F L2 U2 F2 R2 B' L2 U2 B2 L' B R' D2 L2 D F2 R' F' Uw,2021-01-19 14:49:14,11,12,6,0,2,1,0,2,1
29643,20.93,U' L2 F B' R U2 D2 B R' L2 D F2 B2 U2 B2 U B2 U' B2 D' Rw Uw,2021-01-19 14:49:47,10,10,8,2,0,1,0,2,1
29644,20.01,U R2 B2 R2 D' U2 B2 D' B D' F L' B L2 B' F' L2 U Rw Uw,2021-01-19 14:50:19,11,13,7,0,0,0,0,2,0
29645,20.0,U' L2 U F2 L2 U R2 D U2 L2 B2 U' R D2 U' F' L' F2 L' D' Rw,2021-01-19 14:50:50,10,12,8,0,0,0,0,1,1
29647,19.08,L' D R F B L U' R F2 D' R2 U2 L2 D L2 U R2 F2 L2 R Fw,2021-01-19 14:52:25,10,11,7,0,0,1,0,1,0
29650,22.56,U R' U2 R2 U2 L2 D R2 U' L2 B2 U R2 F' L B' L' R2 U F' R2 Fw Uw',2021-01-19 14:54:18,11,11,9,0,0,0,0,0,2
29656,20.21,U L2 B2 D2 B2 D' R2 B2 U B2 R' D' R2 F' D' L B U L2 B Rw2 Uw,2021-01-19 14:58:43,11,10,8,2,0,0,0,1,1
29658,21.86,D2 F2 D B2 U' B2 R2 F2 L2 U L2 U' B' L R' U' R B D B' F' Rw,2021-01-19 14:59:53,10,10,6,2,0,0,1,1,0
29659,23.14,R2 B2 R2 F2 R2 B D2 B' U2 B U2 F2 U' R' D' R' D2 L2 B2 Rw2 Uw2,2021-01-19 15:00:26,10,11,7,0,0,1,1,1,1
29664,23.24,F2 U F2 R2 U2 B2 L F2 L2 D2 R' D2 F2 R D' R' B' F U L' R Uw',2021-01-19 15:04:07,11,10,6,2,1,0,1,1,1
29668,19.38,R D' F2 U B2 U L2 B2 U2 B2 U' L2 B' U L' F D' B L U' R2 Uw,2021-01-20 13:22:35,9,10,6,1,0,0,2,0,1
29669,21.1,R' B2 U' B2 U2 L2 U L2 D R2 U F2 L' B' R' F' D2 B U' L' Fw' Uw,2021-01-20 13:23:15,11,12,8,0,1,0,0,1,2
29673,20.96,R2 L' B L U F L' D2 B' F2 U' B2 U' L2 D L2 U2 R2 Uw,2021-01-20 13:25:57,10,11,7,0,0,0,0,0,0
29674,20.97,L R2 F' D2 L2 U2 R2 F' L2 F' R2 F L U' B2 U' F U2 B' L2 Rw' Uw2,2021-01-20 13:26:38,11,13,5,0,1,0,1,2,0
29675,22.29,F' R' L2 F U' D L2 B U B2 D L2 U R2 B2 D F2 R2 U' R Rw' Uw2,2021-01-20 13:27:10,11,11,7,0,1,1,0,1,1
29678,24.09,L' F' D L2 U' R2 D' B2 L2 D2 L2 F2 L' U' F' D B2 R D2 R2 Fw Uw',2021-01-20 13:29:40,11,12,6,1,1,0,0,2,0
29683,23.74,D2 L F D2 B' F2 D2 L2 B R2 U2 R2 F U2 D' L B U2 F2 U2 F',2021-01-20 13:33:26,11,11,7,1,0,0,1,1,1
29689,19.82,L' F L2 R2 B2 D' L2 F2 D' L2 U F2 U B' U L' U B2 D B2 Rw',2021-01-20 13:37:41,11,12,6,0,2,1,0,2,1
29692,20.38,F' D' L2 B U F R B2 D2 L2 F D2 B D2 R2 L2 B U2 D L2 Rw2 Uw2,2021-01-20 13:39:32,10,12,8,0,0,1,0,2,1
29693,19.57,B' D2 R' B2 U2 L D2 L' U2 B2 D2 B2 L D' B' D' U2 R U B2 Rw Uw,2021-01-20 13:40:04,12,12,10,1,0,0,0,2,3
29694,22.67,D2 L B R2 U' L2 U2 L2 B2 U' F2 D R2 U' R F2 D2 L' D U2 B2 Rw',2021-01-20 13:40:34,11,12,8,0,1,1,0,2,2
29695,21.45,D2 F2 U2 R2 U L2 F2 L2 R2 D F2 B D2 R' F' U2 F2 L D' F2 R Fw' Uw,2021-01-20 13:41:10,11,12,8,1,0,0,1,2,2
29697,20.99,R2 B2 U L2 F2 U B2 D' U2 L2 B D2 R U' F D' U' B U2 F2 Rw' Uw2,2021-01-20 13:42:17,11,11,7,1,0,1,0,2,0
29698,21.19,F2 R2 F2 D' L2 D' F2 D2 L2 D' L2 D L B' R' D' U2 F R U L Rw' Uw',2021-01-20 13:42:49,10,8,8,2,0,2,1,1,2
29699,20.91,D L2 R2 B2 U' B2 D B2 D B2 U R' F' U' R' B' F' R U' F2 L Uw2,2021-01-20 13:43:20,11,12,8,1,0,0,0,2,1
29700,25.09,R2 F' D2 B L2 B2 R2 F L2 B U2 F R' D' R2 B L' U R' D R Rw Uw2,2021-01-20 13:43:53,11,12,8,1,0,0,0,2,1
29701,17.74,R2 D' F2 D F2 U F2 L2 U2 F2 R2 F R B D' B' D L2 Rw' Uw',2021-01-20 13:44:34,9,9,5,0,1,2,2,0,1
29704,21.95,R' F2 B U D2 R F B2 D F2 U2 D B2 U L2 U2 F2 R2 B2 F' L Rw Uw',2021-01-20 13:46:47,10,10,6,2,1,0,0,1,0
29710,19.92,F2 L U F R2 U2 L B2 D R F' D2 R2 F L2 B R2 D2 B' D2 B' Fw' Uw',2021-01-20 13:51:04,9,9,7,0,0,2,0,0,0
29714,20.13,U2 L2 F2 R2 F' U2 F' U2 R2 U2 R' B U2 F D2 U' R' B F2 U' Uw',2021-01-20 13:54:00,10,12,6,0,1,0,0,1,0
29715,23.84,R' F2 R2 F2 U2 F' L2 D2 B' U2 R2 L F' U2 R2 B' L' D' B2 Rw Uw2,2021-01-20 13:54:31,11,11,7,0,1,0,0,0,1
29717,22.57,F U' R2 U' R2 U' L2 U' B2 D' R2 U' F U2 L' F' R2 U2 F L' Rw2,2021-01-20 13:55:58,10,12,6,0,1,0,0,1,0
29724,22.81,U L2 D' F D2 R D' F' R L2 B2 L' D2 L' U2 R' D2 F2 L' U2 F Fw,2021-01-20 14:01:29,11,11,5,0,2,0,1,0,1
29725,21.06,F U2 L2 U2 R2 F D2 U2 F' R2 B2 U2 D R D U2 F2 U' B D' B2 Fw Uw2,2021-01-20 14:02:04,10,12,8,0,0,0,0,1,1
29726,20.62,L B2 F2 D L2 D2 F2 L2 B2 U F2 U' B' L' U2 R F R2 F Fw',2021-01-20 14:02:36,10,12,6,0,1,0,0,1,0
29727,19.94,R U2 F' U2 B2 U' B L' D2 L F2 R D2 B2 R2 F2 R U2 D B2 Rw2 Uw',2021-01-20 14:03:09,9,12,6,0,0,0,1,1,0
29732,22.4,B2 R2 U2 R' B2 D2 R' B2 R F2 U2 R D' B2 R' B L2 D' L R' Rw Uw2,2021-01-20 14:08:11,11,13,7,0,0,0,0,2,0
29733,22.09,R L2 U' B' D R2 B2 D' F D2 R' D2 L2 B2 R U2 F2 D2 B2 R' U2 Rw2 Uw,2021-01-20 14:08:46,10,12,8,0,0,1,0,2,1
29734,18.68,B2 L2 F' B D L' F' R' F2 L2 U2 R D2 L D2 B2 L' D B' Rw,2021-01-20 14:09:17,9,12,6,0,0,0,1,1,0
29736,18.09,B2 D2 U' F2 D L2 D' L2 U2 B2 R B' F2 L2 D L2 B R2 F2 Rw2 Uw',2021-01-20 14:10:22,10,12,8,0,0,0,0,1,1
29739,19.02,F U2 B' U2 F L2 D2 F' R2 F R2 U2 R' D' L B' L2 B D L' Rw' Uw,2021-01-20 14:12:58,10,12,6,0,1,0,1,1,1
29741,21.35,B L2 B' R D' B2 U' R' B' U' F2 R2 U D R2 L2 B2 D' R2 Rw Uw,2021-01-20 14:14:10,10,9,7,2,0,1,0,1,0
29743,23.02,B' D R2 F' R D2 B U' R L2 F R2 F U2 D2 B' R2 B L2 Uw,2021-01-20 14:15:34,11,12,10,0,0,0,0,1,3
29744,19.42,R F2 R2 D2 L' U2 R' F2 U2 B2 F D2 R F' U' L' F' R' F Uw,2021-01-20 14:16:09,10,12,8,0,0,0,0,1,1
29745,23.02,D2 R2 B F2 D2 U2 R2 U2 B2 U2 F L D2 F' U F2 L' R' B2 R' Fw' Uw',2021-01-20 14:16:41,11,12,6,0,2,1,0,2,1
29746,19.9,L2 F' L2 U2 F2 U L2 U' L2 U F2 U' R2 F L F L2 R' U' R' Fw' Uw',2021-01-20 14:17:22,11,11,7,0,1,1,1,1,2
29747,22.46,F' R' B2 U2 F2 U2 R2 B' U2 F2 R2 U2 D F D2 R U' F' D2 R Rw,2021-01-20 14:17:56,10,12,8,0,0,0,1,1,2
29748,22.19,U F' U2 B2 L' B2 D' B' U2 F' U2 R2 F D2 R2 L2 F' R2 B' R U' Rw' Uw2,2021-01-20 14:18:31,10,10,8,1,0,0,0,0,1
29749,19.22,B2 L U2 D B2 R2 F' R' U2 F U2 L2 F2 B U2 B D2 L2 B2 Uw2,2021-01-20 14:19:35,10,11,7,0,0,1,0,1,0
29751,21.83,L B R2 D' R2 U F2 L2 R2 D' B2 U F2 U L' B F' R2 U L' F2 Fw Uw,2021-01-20 14:21:17,11,12,6,0,2,0,0,1,1
29752,21.95,L2 B2 D2 F' L2 F U2 L2 R2 B' R2 F2 R' U' F' D B2 R' D U F2 Uw',2021-01-20 14:21:55,11,11,5,1,1,0,1,1,0
29753,25.26,R' F' U' F2 D2 B' L2 U2 R2 F L2 R2 B D2 L' D' B' F' D U2 F' Rw' Uw,2021-01-20 14:22:42,10,12,8,0,0,0,0,1,1
29754,22.12,F' R B2 D2 U2 L' F2 D2 L D2 L' R B L' D' U2 B L' R Fw Uw',2021-01-20 14:23:50,10,12,8,0,0,0,0,1,1
29756,22.3,R2 F D' B2 R L F D R B2 R L2 B2 L' B2 R F2 R F2 B' Rw Uw',2021-01-20 14:25:48,10,12,6,1,0,0,1,2,0
29757,18.66,R L2 D' F' B' U2 R D' U2 F R2 L2 B2 L2 B' L2 U2 F2 U2 F R Fw' Uw2,2021-01-20 14:26:22,10,11,7,0,0,1,0,1,0
29758,20.39,B U2 L' B2 R F2 U2 L B2 R U2 L' B' F' D' B' R' U F' L Fw Uw',2021-01-20 14:26:51,10,8,6,2,1,1,0,0,0
29759,25.35,F U' D2 L2 B' U2 B' R2 D2 F2 U2 B L2 R' U' F' R U' L B Fw Uw2,2021-01-20 14:27:24,12,11,7,1,1,0,0,1,1
29761,23.32,F R B2 L F' L2 B' F2 U' L2 U' R2 U2 R2 U B2 U' B2 D2 Rw2,2021-01-20 14:28:37,12,13,9,0,0,0,0,2,2
29762,24.47,L2 F2 L2 D2 R2 D2 F2 D' L2 U L2 F D L' F2 R D' R' B2 D2 L Rw' Uw2,2021-01-20 14:29:41,11,14,8,0,0,0,0,3,1
29763,20.32,B U' R2 B2 L2 U2 L2 D U2 B2 U' R' U F' D' U2 R2 B U2 B2 Rw' Uw2,2021-01-20 14:30:17,10,10,8,1,0,1,0,1,1
29764,19.38,L2 F' L' F2 B' U D2 R' B2 D2 L2 F D2 L2 F U2 F R2 U2 Rw Uw,2021-01-20 14:30:51,9,10,8,0,0,1,0,0,1
29765,22.79,R2 B2 R2 F2 U B2 R2 U2 R2 D F2 R' D L' F' R' B' L2 R U F2 Rw' Uw',2021-01-20 14:31:28,12,10,6,3,1,0,1,2,1
29766,19.89,D R' D2 B2 D2 L' F2 L' R2 D2 F' R2 F' D' U R B' L2 Rw' Uw',2021-01-20 14:32:02,12,10,6,2,2,0,1,1,2
29767,20.87,F' U2 L2 F L2 R2 F D2 R2 U2 R2 D L' R' B' F D' L' F D Rw,2021-01-20 14:33:37,11,11,7,1,0,0,1,1,1
29769,23.2,D2 L' F2 U' B2 R D L D' F' R2 D2 F2 D2 L2 F B U2 F' Rw2 Uw',2021-01-20 22:17:40,11,9,5,1,2,1,0,0,0
29772,22.63,U2 L D B2 U F' R' F2 D2 R2 F2 D2 B2 D F2 B2 L2 U R' U2 Rw Uw2,2021-01-21 12:55:01,10,11,7,0,0,1,0,1,0
29781,20.67,R2 U' R2 U2 D R2 B2 L' F R2 U2 R2 U2 L2 B2 L2 F' R2 B' L,2021-01-21 13:02:26,11,11,9,0,0,0,0,0,2
